content,content_stemmed,label_roberta,label_rating,label_leksikon,label
Terima kasih M Bank king Memudahkan kita semua ada nya BCA Bank king,"['terima', 'kasih', 'bank', 'king', 'mudah', 'bca', 'bank', 'king']",Negative,Positive,Positive,Positive
The best,"['the', 'best']",Negative,Positive,Positive,Positive
terkadang lampu warna biru,"['terkadang', 'lampu', 'warna', 'biru']",Negative,Positive,Positive,Positive
Itu ku ingin uwong sing penting uuuu,"['ku', 'uwong', 'sing', 'uuuu']",Negative,Negative,Positive,Negative
"Kenapa di perangkat saya harus menonaktifkan aksesibilitas agar dapat menggunakan App, sebelumnya tidak ada peringatan ini","['perangkat', 'nonaktif', 'aksesibilitas', 'aplikasi', 'tidak', 'ingat']",Negative,Positive,Negative,Negative
"Ribet, mau verifikasi data gagal mulu, pdahal ws bener...aneh","['ribet', 'verifikasi', 'data', 'gagal', 'mulu', 'ws', 'aneh']",Negative,Negative,Negative,Negative
sangat puas,"['sangat', 'puas']",Negative,Positive,Positive,Positive
Aplikasi dancuk buang buang pulsa aja buat SMS beralasan koneksi terputus padahal pake wifi Aplikasi dancuk,"['aplikasi', 'dancuk', 'buang', 'buang', 'pulsa', 'sms', 'alas', 'koneksi', 'putus', 'pakai', 'wifi', 'aplikasi', 'dancuk']",Negative,Negative,Negative,Negative
maaf Min knpa saya gk bisa download aplikasi nya ? itu karena hp saya apa versi nya udh ganti. mohon minta saran nya Min.,"['maaf', 'min', 'tidak', 'download', 'aplikasi', 'hp', 'versi', 'ganti', 'mohon', 'saran', 'min']",Negative,Negative,Negative,Negative
"Indikator merah mulu, gak ijo2 jadi gak bisa transaksi, aneh","['indikator', 'merah', 'mulu', 'tidak', 'ijo', 'tidak', 'transaksi', 'aneh']",Negative,Negative,Negative,Negative
Sangat bagus,"['sangat', 'bagus']",Negative,Positive,Positive,Positive
Pelayanan Baik.... Harus lebih cepat loadingnya....,"['layan', 'baik', 'cepat', 'loadingnya']",Negative,Positive,Positive,Positive
"loading masuk kelamaan, tolong lah","['loading', 'masuk', 'tolong']",Negative,Positive,Negative,Negative
"Ini bca mobile ya kenapa lampunya merah trs ya,,,tolong dong d perbaiki aku ingin melakukan transaksi","['bca', 'mobile', 'ya', 'lampu', 'merah', 'ya', 'tolong', 'baik', 'transaksi']",Negative,Positive,Positive,Positive
Sangan membantu d smua transaksi,"['sangan', 'bantu', 'transaksi']",Negative,Positive,Positive,Positive
Good,['good'],Negative,Positive,Positive,Positive
Ini app nya gimana nih... Sering verifikasi ulang trus...kartu ATMnya Padahal dah berapa kali verifikasi tp masih tetap kek gitu trus.... Saya mohon di perbaiki lagi dong... Mw login masuk aja bikin ribet...,"['aplikasi', 'nih', 'verifikasi', 'ulang', 'kartu', 'atmnya', 'kali', 'verifikasi', 'masih', 'kayak', 'mohon', 'baik', 'login', 'masuk', 'bikin', 'ribet']",Negative,Negative,Negative,Negative
Terbaik,['baik'],Positive,Positive,Positive,Positive
Mantap,['mantap'],Positive,Positive,Positive,Positive
"Memudah kan di setiap kota,,,bisa belanja tanpa ribet,,,terima kasih BCA🙏","['mudah', 'kota', 'belanja', 'ribet', 'terima', 'kasih', 'bca']",Negative,Positive,Positive,Positive
u/melihat transferan masuk lebih cepat...u/pembayaran lebih gampang dan nyaman,"['umelihat', 'transfer', 'masuk', 'cepat', 'upembayaran', 'gampang', 'nyaman']",Negative,Positive,Positive,Positive
"Seriusan ini, SOP BCA utk konfirmasi aktivasi finansial m-bca cuma di telepon 1X dr Halo BCA. klo gak ke angkat gak bakal di aktivasi ? GILA LO. Tadi saya di telp Halo BCA dgn nomor 1500888 utk konfirmasi ulang aktivasi finansial karena posisi di jalan lagi setir kendaraan, gak bisa di angkat dan saya coba tunggu tapi gak di telpon lagi. Pgn telpon balik ngabisin pulsa. Bikin SOP 3X telpon dong jgn cuma 1X, di kira org gak punya aktivitas kali.","['serius', 'sop', 'bca', 'konfirmasi', 'aktivasi', 'finansial', 'bca', 'telepon', 'kali', 'halo', 'bca', 'tidak', 'angkat', 'tidak', 'aktivasi', 'gila', 'lo', 'telp', 'halo', 'bca', 'nomor', 'konfirmasi', 'ulang', 'aktivasi', 'finansial', 'posisi', 'jalan', 'setir', 'kendara', 'tidak', 'angkat', 'coba', 'tunggu', 'tidak', 'telpon', 'pengin', 'telpon', 'ngabisin', 'pulsa', 'bikin', 'sop', 'kali', 'telpon', 'kali', 'orang', 'tidak', 'aktivitas', 'kali']",Negative,Negative,Negative,Negative
"Maybe saya tetap pakai BCA Tapi saya kecewa dilempar sana sini namnaya SOP saya ikhlaskan saja Saldo saya terpotong tapi rating saya naikin sedikit saja ya maaf, saya bukan perihal saldo terpotongnya berapa tapi harus diperhatikan unrung saldo nominal kecil kalau besar kacau, diperhatiakan layanannya lagi, saya isi pulsa lagi hari ini bisa dan masuk berarti tanggal 8 ada kesalahan di server anda terima kasih","['maybe', 'pakai', 'bca', 'kecewa', 'lempar', 'namnaya', 'sop', 'ikhlas', 'saldo', 'potong', 'rating', 'naikin', 'ya', 'maaf', 'perihal', 'saldo', 'potong', 'perhati', 'unrung', 'saldo', 'nominal', 'kacau', 'diperhatiakan', 'layan', 'isi', 'pulsa', 'masuk', 'tanggal', 'salah', 'server', 'terima', 'kasih']",Negative,Negative,Negative,Negative
"Dalam bbrp Minggu ini, kenapa kalau mau Transfer ke selain Bank BCA kok selalu error ya? Padahal menu transfer yang lain lancar? Tolong segera diperbaiki","['minggu', 'transfer', 'bank', 'bca', 'error', 'ya', 'menu', 'transfer', 'lancar', 'tolong', 'baik']",Negative,Negative,Positive,Negative
Sangat membantu aplikasi nya,"['sangat', 'bantu', 'aplikasi']",Negative,Positive,Positive,Positive
"sensitif banget hanya karena sering ganti kartu sim card, jadi ga bisa akses mBCA lagi","['sensitif', 'banget', 'ganti', 'kartu', 'sim', 'card', 'tidak', 'akses', 'mbca']",Negative,Negative,Negative,Negative
sangat membantu bertransaksi,"['sangat', 'bantu', 'transaksi']",Negative,Positive,Positive,Positive
"Astagfirullah ini verifikasi wajah nya sangat susah sekali, padah pake muka sendiri tpi gk kedeteksi terus, malahan jadi aral ke saya nya","['astagfirullah', 'verifikasi', 'wajah', 'sangat', 'susah', 'padah', 'pakai', 'muka', 'tidak', 'deteksi', 'aral']",Negative,Negative,Negative,Negative
Knp m-banking gua suka keluar terus ya 1 bulan bisa 5 kali loh. Bikin buang buang pulsa aja,"['banking', 'gua', 'suka', 'ya', 'kali', 'loh', 'bikin', 'buang', 'buang', 'pulsa']",Negative,Negative,Negative,Negative
Perusahaan sebesar BCA tidak mampu menyelesaikan keluhan customer. Dulu tidak seperti ini jaringan tidak stabil pun masih bisa akses.. sekarang pakai wifi pun untuk buka BCA mobile susah nya setengah mati...,"['usaha', 'bca', 'tidak', 'selesai', 'keluh', 'customer', 'tidak', 'jaring', 'tidak', 'stabil', 'masih', 'akses', 'pakai', 'wifi', 'buka', 'bca', 'mobile', 'susah', 'mati']",Negative,Negative,Negative,Negative
"Gajelas tiba² disuruh verifikasi ulang, giliran udah di verifikasi ulang malah kode nya ga nongol. Padahal pulsa udah kepotong","['tidak', 'suruh', 'verifikasi', 'ulang', 'gilir', 'verifikasi', 'ulang', 'kode', 'tidak', 'nongol', 'pulsa', 'potong']",Negative,Negative,Negative,Negative
Mudah aman,"['mudah', 'aman']",Negative,Positive,Positive,Positive
Mudah di gunakan,['mudah'],Negative,Positive,Positive,Positive
Mantap,['mantap'],Positive,Positive,Positive,Positive
Bagus mantap,"['bagus', 'mantap']",Negative,Positive,Positive,Positive
Mempermudah urusan,"['mudah', 'urus']",Negative,Positive,Positive,Positive
Membantu banget,"['bantu', 'banget']",Negative,Positive,Positive,Positive
Jaya selalu BCA,"['jaya', 'bca']",Negative,Positive,Positive,Positive
segalanya jadi lebih mudah,['mudah'],Negative,Positive,Positive,Positive
"Kirim otp sampai 50X ngak di kirim"" . Makin Ngak jelas ini","['kirim', 'otp', 'kali', 'tidak', 'kirim', 'tidak']",Negative,Negative,Negative,Negative
Masa mau gapus pesan terasfer harus apdet lagi.,"['gapus', 'pesan', 'terasfer', 'apdet']",Negative,Negative,Negative,Negative
"Kenapa potongan nya 50rb ya per bulan, di cek mutasi ga ada keterangan potongan.., udah 2 bulan berturut-turut kejadian nya..!!","['potong', 'ribu', 'ya', 'cek', 'mutasi', 'tidak', 'terang', 'potong', 'jadi']",Negative,Negative,Negative,Negative
banyak eror nya,['eror'],Negative,Negative,Negative,Negative
Selalu tdk bisa dibuka. Tolong diperbaiki lagi agar bisa di akses,"['tidak', 'buka', 'tolong', 'baik', 'akses']",Negative,Negative,Positive,Negative
Mantap,['mantap'],Positive,Positive,Positive,Positive
Bank terbaik,"['bank', 'baik']",Positive,Positive,Positive,Positive
Sangat membantu,"['sangat', 'bantu']",Negative,Positive,Positive,Positive
Mantap,['mantap'],Positive,Positive,Positive,Positive
Ko inbok nya gabisa di hapus sekarang mah .. knp ???????,"['inbok', 'tidak', 'hapus', 'mah']",Negative,Positive,Negative,Negative
Bagus,['bagus'],Positive,Positive,Positive,Positive
"Srng gagal,",['gagal'],Negative,Negative,Negative,Negative
Puas dengan layanannya,"['puas', 'layan']",Negative,Positive,Positive,Positive
"Ga semua kartu ATM bisa di mesin ATM BCA, heran","['tidak', 'kartu', 'atm', 'mesin', 'atm', 'bca', 'heran']",Negative,Negative,Negative,Negative
Good,['good'],Negative,Positive,Positive,Positive
aplikasi ini sangat² bagus dan sangat membantu saya... aplikasi ini sangat membantu saya untuk digunakan nabung maupun transfer uang dan cek saldo rekening Bank BCA saya... aplikasi ini sangat terpercaya di seluruh Indonesia maupun di mancanegara lainnya..di luar negeri maupun di dalam negeri..dan aplikasi ini sudah sekian jutaan orang memakai aplikasi ini... karena terpercaya dan sangat bagus... bintang yang berbicara I ♥️ YOO 👍👍👍😘😘😘🥰🥰🥰♥️♥️♥️✝️⛪🌲🇮🇩🇮🇩,"['aplikasi', 'sangat', 'bagus', 'sangat', 'bantu', 'aplikasi', 'sangat', 'bantu', 'nabung', 'transfer', 'uang', 'cek', 'saldo', 'rekening', 'bank', 'bca', 'aplikasi', 'sangat', 'percaya', 'indonesia', 'mancanegara', 'negeri', 'negeri', 'aplikasi', 'sekian', 'juta', 'orang', 'pakai', 'aplikasi', 'percaya', 'sangat', 'bagus', 'bintang', 'bicara', 'i', 'ya']",Negative,Positive,Positive,Positive
Ok good,"['ok', 'good']",Negative,Positive,Positive,Positive
"Tolong cek bugs di pembayaran Pln setiap kali check muncul ""tagihan bulan $month belum tersedia"" padahal di platform lain kayak shope, tokped tersedia","['tolong', 'cek', 'bugs', 'bayar', 'pln', 'kali', 'check', 'muncul', 'tagih', 'month', 'belum', 'sedia', 'platform', 'kayak', 'shope', 'tokped', 'sedia']",Negative,Positive,Negative,Negative
Saya membeli pulsa senilai rp50.000 saldo kepotong pulsa tidak masuk lah terus gimana kalau misalnya saldo kepotong tapi pulsanya juga nggak masuk masa nggak dikembalikan,"['beli', 'pulsa', 'nila', 'rp', 'saldo', 'potong', 'pulsa', 'tidak', 'masuk', 'saldo', 'potong', 'pulsa', 'tidak', 'masuk', 'tidak', 'kembali']",Negative,Negative,Negative,Negative
Apk bank yang paling ribet,"['aplikasi', 'bank', 'ribet']",Negative,Negative,Negative,Negative
"saya beli pulsa 2x saya cek dimutasi sudah ada, saldo terpotong tapi pulsa saya tidak terisi. kok aneh sih? saya kira maintenane paling sebentar lagi masuk, tapi sampai sekarang tidak ada info masuk. gimana ini?? hilang dong uang saya??","['beli', 'pulsa', 'kali', 'cek', 'mutasi', 'saldo', 'potong', 'pulsa', 'tidak', 'isi', 'aneh', 'sih', 'maintenane', 'sebentar', 'masuk', 'tidak', 'info', 'masuk', 'hilang', 'uang']",Negative,Negative,Negative,Negative
Oke bngt,"['oke', 'banget']",Negative,Positive,Positive,Positive
Kami berharap semoga semoga semuanya yg terkait bisa Amanah terhadap kami,"['harap', 'moga', 'moga', 'kait', 'amanah']",Negative,Positive,Positive,Positive
Bagaimana cara mendaftar nomor hp ke mbancking.,"['daftar', 'nomor', 'hp', 'mbancking']",Negative,Positive,Negative,Negative
Bayar qris saldo dah kepotong banyak tapi ga masuk,"['bayar', 'qris', 'saldo', 'potong', 'tidak', 'masuk']",Negative,Negative,Negative,Negative
Mck aplikasinya mantapp,"['mck', 'aplikasi', 'mantap']",Negative,Positive,Positive,Positive
Ok,['ok'],Negative,Positive,Positive,Positive
Ok,['ok'],Negative,Positive,Positive,Positive
"Ada apa dengan bca, tidak seperti biasanya, Sudah 2 hari GK bisa pake virtual account. Loading sending. Ujung-ujungnya gagal","['bca', 'tidak', 'tidak', 'pakai', 'virtual', 'account', 'loading', 'sending', 'ujung', 'ujung', 'gagal']",Negative,Negative,Negative,Negative
Tidak bisa download,"['tidak', 'download']",Negative,Positive,Negative,Negative
Saya tidak bisa pakai pembayaran via virtual account ini kenapa ya?,"['tidak', 'pakai', 'bayar', 'via', 'virtual', 'account', 'ya']",Negative,Negative,Negative,Negative
mengecewakan masak sinyal bagus lampu nya tetap merah hmmmm.. kenpa ini tolong .. suda saya matikan hidupkan lgi hp tetap saja...,"['kecewa', 'masak', 'sinyal', 'bagus', 'lampu', 'merah', 'hmmmm', 'kenpa', 'tolong', 'mati', 'hidup', 'hp']",Negative,Negative,Positive,Negative
Knp pengiriman dari arab saudi belum bisa masuk juga padahal laporan dari sana sudah sukses,"['kirim', 'arab', 'saudi', 'belum', 'masuk', 'lapor', 'sukses']",Negative,Negative,Positive,Negative
Saya suka dgn apk BCA mobile banking,"['suka', 'aplikasi', 'bca', 'mobile', 'banking']",Negative,Positive,Positive,Positive
Memang mantap,['mantap'],Positive,Positive,Positive,Positive
APLIKASI JELEK!! DI SAAT PENTING TENGAH MALEM MALAH ERROR TIDAK BISA DI ANDALKAN!!!!,"['aplikasi', 'jelek', 'malam', 'error', 'tidak', 'andal']",Negative,Negative,Negative,Negative
"Ka lagi gangguan kah,transaksi virtual account gagal terus","['kak', 'ganggu', 'kah', 'transaksi', 'virtual', 'account', 'gagal']",Negative,Positive,Negative,Negative
Bagus,['bagus'],Positive,Positive,Positive,Positive
"Tolong hadirin menu ubah pin kartu atm di aps bca mobile kaya bank2 lain biar ga harus ke mesin atm, agar lebih mudah dan praktis🙏","['tolong', 'hadirin', 'menu', 'ubah', 'pin', 'kartu', 'atm', 'aps', 'bca', 'mobile', 'kayak', 'bank', 'biar', 'tidak', 'mesin', 'atm', 'mudah', 'praktis']",Negative,Positive,Negative,Negative
Good,['good'],Negative,Positive,Positive,Positive
Terima kasih,"['terima', 'kasih']",Negative,Positive,Positive,Positive
Pulsa habis login gak bisa,"['pulsa', 'habis', 'login', 'tidak']",Negative,Positive,Negative,Negative
"bukti transfer masuk tapi pas cek di bca mobile saldo gaada, notif dana masuk juga gaada","['bukti', 'transfer', 'masuk', 'pas', 'cek', 'bca', 'mobile', 'saldo', 'tidak', 'notif', 'dana', 'masuk', 'tidak']",Negative,Negative,Negative,Negative
Wow,['wow'],Negative,Positive,Positive,Positive
Ok,['ok'],Negative,Positive,Positive,Positive
"verifikasi wajah salah melulu, sudah di tempat terang, sudah pakaian rapi, kamera bening. Tetap tidak berhasil Verifikasi","['verifikasi', 'wajah', 'salah', 'melulu', 'terang', 'pakai', 'rapi', 'kamera', 'bening', 'tidak', 'hasil', 'verifikasi']",Negative,Negative,Negative,Negative
"saya mengalami eror 232 , 201 , dan 205 tidak dapat menggunakan mbanking device samsung one ui 5.1 android 14 dimulai sejak tgl 3 desember 2024. Solusi : 1. isi pulsa nomer yng terdaftar di mbanking 5000 2. hidupkan data internet nomer yang terdaftar di mbanking (harus pakai data, kalau pakai wifi pasti gagal dan eror) 3. masukan nomer kartu 4. login seperti biasa kirim permintaan otp dari apk bca mobile 5. buat pasword untuk masuk bca mobile 6. salam luar biasa","['alami', 'eror', 'tidak', 'mbanking', 'device', 'samsung', 'one', 'ui', 'android', 'tanggal', 'desember', 'solusi', 'isi', 'pulsa', 'nomer', 'daftar', 'mbanking', 'hidup', 'data', 'internet', 'nomer', 'daftar', 'mbanking', 'pakai', 'data', 'pakai', 'wifi', 'gagal', 'eror', 'masuk', 'nomer', 'kartu', 'login', 'kirim', 'minta', 'otp', 'aplikasi', 'bca', 'mobile', 'pasword', 'masuk', 'bca', 'mobile', 'salam']",Negative,Positive,Negative,Negative
"Hp saya rusak, masuk ke hp baru malah harus verifikasi ini itu dan anehmya verifikasi selalu gagal. Gimana ini saya pake nya?? Apa saya pindah ke sebelah aja??","['hp', 'rusak', 'masuk', 'hp', 'verifikasi', 'anehmya', 'verifikasi', 'gagal', 'pakai', 'pindah', 'belah']",Negative,Negative,Negative,Negative
Kenapa saya tidak bisa download apk nya dulu dengan hp ini bisa trs apk ada update dan sampai sekarang malah ga bisa di download,"['tidak', 'download', 'aplikasi', 'hp', 'aplikasi', 'update', 'tidak', 'download']",Negative,Negative,Negative,Negative
Top banget,"['top', 'banget']",Negative,Positive,Positive,Positive
Sudah update ttp gak bisa dipakai.,"['update', 'tidak', 'pakai']",Negative,Negative,Negative,Negative
KAPITALIS KODE OTP PAKE PULSA TAPI TETEP GA DAPET OTP NYA,"['kapitalis', 'kode', 'otp', 'pakai', 'pulsa', 'tidak', 'otp']",Negative,Negative,Negative,Negative
bca memang mantap,"['bca', 'mantap']",Positive,Positive,Positive,Positive
Lemot,['lot'],Negative,Negative,Negative,Negative
Sangqt membantu,"['sangqt', 'bantu']",Negative,Positive,Positive,Positive
It's good,"['its', 'good']",Negative,Positive,Positive,Positive
Good😎,['good'],Negative,Positive,Positive,Positive
Tolollllllllllll pertama isi saldo Langsung ilang 50 k,"['tolollllllllllll', 'isi', 'saldo', 'langsung', 'hilang']",Negative,Positive,Positive,Positive
"tolong dong hari ini saya ga bisa melakukan transaksi apapun pakai wifi di bca mobile.. harus pake paket data kuota hp, sebelumnya bisa ko pakai wifi kenapa sekarang engga saya sebagai irt yang selalu dirumah jadi sulit masa cuma buat transaksi bca mobile harus beli kuota","['tolong', 'tidak', 'transaksi', 'apa', 'pakai', 'wifi', 'bca', 'mobile', 'pakai', 'paket', 'data', 'kuota', 'hp', 'pakai', 'wifi', 'tidak', 'irt', 'rumah', 'sulit', 'transaksi', 'bca', 'mobile', 'beli', 'kuota']",Negative,Positive,Negative,Negative
Bca kok ribet amat mau habus bukti transfer aja yg ada di inbok... tolong di permudah hapus biar gak cepet penuh memori hp,"['bca', 'ribet', 'habus', 'bukti', 'transfer', 'inbok', 'tolong', 'mudah', 'hapus', 'biar', 'tidak', 'cepat', 'penuh', 'memori', 'hp']",Negative,Positive,Negative,Negative
"Gara gara lcd hp pecah ganti hp lain verifikasi di bikin sulit, foto ini itu udah, masih gagal, biasa nya ga kaya gini, jadi mempersulit","['gara', 'gara', 'lcd', 'hp', 'pecah', 'ganti', 'hp', 'verifikasi', 'bikin', 'sulit', 'foto', 'masih', 'gagal', 'tidak', 'kayak', 'sulit']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Rekomendasi buat transaksi lebih mudah,"['rekomendasi', 'transaksi', 'mudah']",Negative,Positive,Positive,Positive
"Loding terus susah buka aplikasi nya padahal data ada,,pake wifi apalagi,,susah baget","['loding', 'susah', 'buka', 'aplikasi', 'data', 'pakai', 'wifi', 'susah', 'banget']",Negative,Positive,Negative,Negative
Transaksi jd mudah,"['transaksi', 'mudah']",Negative,Positive,Positive,Positive
Memudahkan alat pembayaran....,"['mudah', 'alat', 'bayar']",Negative,Positive,Positive,Positive
"Maaf KK admin kan saya main gebyar BCA nih ya tapi setelah saya bermain dan disaat diduga mau dapat hadiah kenapa ada notifikasi eror ya jadi seperti saya main di shopee,lazada,akulaku dll itu sama seperti ini apakah undian tersebut hanya permainan belaka","['maaf', 'kakak', 'admin', 'main', 'gebyar', 'bca', 'nih', 'ya', 'main', 'saat', 'duga', 'hadiah', 'notifikasi', 'eror', 'ya', 'main', 'shopee', 'lazada', 'akulaku', 'dll', 'undi', 'main', 'belaka']",Negative,Positive,Positive,Positive
"Minta bantuannya kak maaf saya tadi ransaksi koin di tt dri bca saya transaksi 50 ribu tapi di potong 1,6","['bantu', 'kak', 'maaf', 'ransaksi', 'koin', 'tt', 'bca', 'transaksi', 'ribu', 'potong']",Negative,Negative,Positive,Negative
Baa mobile okay,"['baa', 'mobile', 'okay']",Negative,Positive,Positive,Positive
Dicoba dulu,['coba'],Negative,Positive,Positive,Positive
Sempurna tanpa pernh terkendala,"['sempurna', 'pernh', 'kendala']",Negative,Positive,Positive,Positive
"Jaringan stabil ko malah di sebut terputus, mau di pake transaksi malah ga bisa masuk","['jaring', 'stabil', 'putus', 'pakai', 'transaksi', 'tidak', 'masuk']",Negative,Negative,Positive,Negative
Sangat baik ringan aksesnya,"['sangat', 'baik', 'ringan', 'akses']",Negative,Positive,Positive,Positive
keren banget,"['keren', 'banget']",Negative,Positive,Positive,Positive
Malah di update tidak bisa transfer,"['update', 'tidak', 'transfer']",Negative,Negative,Negative,Negative
Oke,['oke'],Negative,Positive,Positive,Positive
Sangat bagus dan puas,"['sangat', 'bagus', 'puas']",Negative,Positive,Positive,Positive
Susah bgt masuknya,"['susah', 'banget', 'masuk']",Negative,Negative,Negative,Negative
"Aneh bener pedahal pembayaran pake QR GAGAL tapi kenapa saldo di potong, 2x gagal tapi 2x juga di potong, mana gak di balikin saldo saya","['aneh', 'pedahal', 'bayar', 'pakai', 'qr', 'gagal', 'saldo', 'potong', 'kali', 'gagal', 'kali', 'potong', 'tidak', 'balikin', 'saldo']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Terima kasih,"['terima', 'kasih']",Negative,Positive,Positive,Positive
Admin bca tolol ga bisa menghapus inbok hasil transaksi transferan.,"['admin', 'bca', 'tolol', 'tidak', 'hapus', 'inbok', 'hasil', 'transaksi', 'transfer']",Negative,Negative,Negative,Negative
Tolong perbaiki Napa Mau login selalu close terus ngabisin pulsa aja,"['tolong', 'baik', 'login', 'close', 'ngabisin', 'pulsa']",Negative,Negative,Positive,Negative
Sangat bermanfaat,"['sangat', 'manfaat']",Negative,Positive,Positive,Positive
Sangatlah membantu,['bantu'],Negative,Positive,Positive,Positive
good,['good'],Negative,Positive,Positive,Positive
"Makin kesini aplikasinya JD penguras pulsa, sdh verifikasi SMS berbayar, otp SMS berbayar -> yang lemot klik blm terima otp gagal Mulu, ini otp keberapa yg benar sampai pulsa habis.","['kesini', 'aplikasi', 'uras', 'pulsa', 'verifikasi', 'sms', 'bayar', 'otp', 'sms', 'bayar', 'lot', 'klik', 'belum', 'terima', 'otp', 'gagal', 'mulu', 'otp', 'berapa', 'pulsa', 'habis']",Negative,Negative,Negative,Negative
kaluau di ser bintang 5 ya saya nya bantu dong kesulitan saya untuk pinjeman dana nya di percepat gitu,"['kaluau', 'ser', 'bintang', 'ya', 'bantu', 'sulit', 'pinjeman', 'dana', 'cepat']",Negative,Positive,Positive,Positive
Sip.ok,"['sip', 'ok']",Negative,Positive,Positive,Positive
205 - gabisa tf itu maksudnya apa ya,"['tidak', 'tf', 'maksud', 'ya']",Negative,Negative,Positive,Negative
Sllu kata maaf tapi tindakannya lelet,"['maaf', 'tindak', 'lelet']",Negative,Negative,Negative,Negative
saat ini BCA sudah bekerjasama dengan OVO namun mengapa setiap kali topup via OVO selalu di minta verifikasi lewat SMS yg selalu menguras pulsa mengapa tidak lewat wa yg menggunakan data... tolong menjadi perhatian min ....,"['bca', 'bekerjasama', 'ovo', 'kali', 'topup', 'via', 'ovo', 'verifikasi', 'sms', 'uras', 'pulsa', 'tidak', 'wa', 'data', 'tolong', 'perhati', 'min']",Negative,Positive,Negative,Negative
APLIKASI NGABISIN PULSA AJA GAK JELAS!!!,"['aplikasi', 'ngabisin', 'pulsa', 'tidak']",Negative,Negative,Negative,Negative
"Ini kenapa ya mau aktifasi kok ga ada muncul kode otp nya nomernya juga sdh ditaruh di SIm 1 pulsa ada, tapi ga muncul kodenya Kok jadi susah gini ya gunain apk nya Tolong solusinya","['ya', 'aktifasi', 'tidak', 'muncul', 'kode', 'otp', 'nomernya', 'taruh', 'sim', 'pulsa', 'tidak', 'muncul', 'kode', 'susah', 'ya', 'gunain', 'aplikasi', 'tolong', 'solusi']",Negative,Negative,Negative,Negative
"mau aktifin mbanking susahnya setengah mati, dtg ke bank nya langsung, malah OB dan security yg layani, terus kerja cs ngapain ??","['aktifin', 'mbanking', 'susah', 'mati', 'bank', 'langsung', 'ob', 'security', 'layan', 'kerja', 'cs', 'kapai']",Negative,Negative,Positive,Negative
"Bapak sahidatun sedih.pusing,kecewa abissssss.nunggu proses pembuka an rekeningnnya luwama banget.buat kalian yang ngga mau ribet mending pakai bank lainnya aja ya teman teman.pelayananyya juga aduh maaf nih yaa anjir galak² serem serem jadi ga enak mau tanya tanya. #rating emang terbaik","['sahidatun', 'sedih', 'pusing', 'kecewa', 'abissssss', 'tunggu', 'proses', 'buka', 'an', 'rekeningnnya', 'luwama', 'banget', 'tidak', 'ribet', 'mending', 'pakai', 'bank', 'ya', 'teman', 'teman', 'pelayananyya', 'aduh', 'maaf', 'nih', 'ya', 'anjir', 'galak', 'seram', 'seram', 'tidak', 'enak', 'rating', 'baik']",Negative,Negative,Negative,Negative
"Ratur transaksi qris terlalu lama, waktu sampe 20 hari kerja, jd males transaksi d bca","['ratur', 'transaksi', 'qris', 'kerja', 'malas', 'transaksi', 'bca']",Negative,Negative,Positive,Negative
Bagus,['bagus'],Positive,Positive,Positive,Positive
Mohon maaf admin saya kasih bintang 1.karena tidak ada fitur hapus transfer Balikin lg fitur hapus transaksi transfer...kyk dulu....bukan apa2 karena inbok jd penuh....klu udah ada saya kasih bintang 5 lg ..terimakasih,"['mohon', 'maaf', 'admin', 'kasih', 'bintang', 'tidak', 'fitur', 'hapus', 'transfer', 'balikin', 'fitur', 'hapus', 'transaksi', 'transfer', 'kayak', 'inbok', 'penuh', 'kasih', 'bintang', 'terima', 'kasih']",Negative,Negative,Negative,Negative
"Mohon maaf,kendala saya sekarang ribet hapus inbox🙏","['mohon', 'maaf', 'kendala', 'ribet', 'hapus', 'inbox']",Negative,Negative,Negative,Negative
Pake bca Mobile sangat membantu keperluan saya,"['pakai', 'bca', 'mobile', 'sangat', 'bantu', 'perlu']",Negative,Positive,Positive,Positive
"Mempersulit Nasabah, padahal saya sdh lm buka rek BCA dan sdh nyaman tp dgn mslh KTP aja malah ga dibantu, saya cb buka rek baru melalui BCA Mobile, wajah tele kyk mengejek saya,, Parah, mencari nasabah itu susah, ini malah dipersulit","['sulit', 'nasabah', 'lm', 'buka', 'rek', 'bca', 'nyaman', 'ktp', 'tidak', 'bantu', 'coba', 'buka', 'rek', 'bca', 'mobile', 'wajah', 'tele', 'kayak', 'ejek', 'parah', 'cari', 'nasabah', 'susah', 'sulit']",Negative,Negative,Negative,Negative
ini udah berulang kali kirim verifikasi kenapa ga bisaa pulsa udah habis tp ga bisa login,"['ulang', 'kali', 'kirim', 'verifikasi', 'tidak', 'pulsa', 'habis', 'tidak', 'login']",Negative,Negative,Negative,Negative
"Jaringan muter"" terus","['jaring', 'muter']",Negative,Negative,Positive,Negative
Kenapa delay banget sekarang bca,"['delay', 'banget', 'bca']",Negative,Negative,Negative,Negative
Selalu eror di saat yg membutuhkan.,"['eror', 'butuh']",Negative,Negative,Negative,Negative
Pulsa gue gak masuk uang ud u potonggggg ! Balikin duit gue!!!!!,"['pulsa', 'gue', 'tidak', 'masuk', 'uang', 'lu', 'potonggggg', 'balikin', 'duit', 'gue']",Negative,Negative,Negative,Negative
